timestamp,frame_id,child_frame_id,transform_translation_x,transform_translation_y,transform_translation_z,transform_rotation_x,transform_rotation_y,transform_rotation_z,transform_rotation_w
1695142885735231448,base_link,wheel_drop_left,0.0,0.1165,0.0402,-0.7070727237014777,0.0,0.0,0.7071408370313327
1695142885904888738,base_link,wheel_drop_right,0.0,-0.1165,0.0402,-0.7070727237014777,0.0,0.0,0.7071408370313327
1695142886432935780,base_link,bump_front_center,0.0,0.0,0.039200000000000006,0.0,0.0,0.0,1.0
1695142886432935780,base_link,bump_front_left,0.02345,-0.0875,0.025,0.0,0.0,0.25881891199876106,0.9659258619541035
1695142886432935780,base_link,bump_front_right,0.02345,0.0875,0.025,0.0,0.0,-0.25881891199876106,0.9659258619541035
1695142886432935780,base_link,bump_left,0.0875,-0.15155,0.025,0.0,0.0,0.49999802927276993,0.8660265415813457
1695142886432935780,base_link,bump_right,0.0875,0.15155,0.025,0.0,0.0,-0.49999802927276993,0.8660265415813457
1695142886432935780,base_link,button_1,0.06,0.37,0.1442,0.0,-0.7071067811865475,0.0,0.7071067811865476
1695142886432935780,base_link,button_2,0.06,-0.37,0.1442,0.0,-0.7071067811865475,0.0,0.7071067811865476
1695142886432935780,base_link,button_power,0.06,0.0,0.1442,0.0,-0.7071067811865475,0.0,0.7071067811865476
1695142886432935780,base_link,cliff_front_left,0.16,0.045,0.01920000000000001,-0.3467876167067397,0.5412155393790853,0.4132853880774409,0.644995563422838
1695142886432935780,base_link,cliff_front_right,0.16,-0.045,0.01920000000000001,0.3467876167067397,0.5412155393790853,-0.4132853880774409,0.644995563422838
1695142886432935780,base_link,cliff_side_left,0.06,0.145,0.01920000000000001,-0.6389057866787838,0.07053585552681202,0.7614182666036705,0.08406135923078438
1695142886432935780,base_link,cliff_side_right,0.06,-0.145,0.01920000000000001,-0.6389057866787838,-0.07053585552681202,0.7614182666036705,-0.08406135923078438
1695142886432935780,base_link,front_caster_link,0.125,0.0,0.013900000000000003,-0.7071067811865475,0.0,0.0,0.7071067811865476
1695142886432935780,base_link,front_left_bottom_weight_block,0.06005267,0.08758841,0.09788546000000001,0.0,0.0,0.0,1.0
1695142886432935780,base_link,front_left_top_weight_block,0.06005267,0.08758841,0.10688546,0.0,0.0,0.0,1.0
1695142886432935780,shell_link,front_left_tower_standoff,0.03063,0.11431,0.14757,0.0,0.0,0.0,1.0
1695142886432935780,base_link,front_right_bottom_weight_block,0.06005267,-0.08758841,0.09788546000000001,1.0,0.0,0.0,6.123233995736766e-17
1695142886432935780,base_link,front_right_top_weight_block,0.06005267,-0.08758841,0.10688546,1.0,0.0,0.0,6.123233995736766e-17
1695142886432935780,shell_link,front_right_tower_standoff,0.03063,-0.11431,0.14757,0.0,0.0,0.0,1.0
1695142886432935780,base_link,imu_link,0.050613,0.043673,0.0844,0.0,0.0,0.0,1.0
1695142886432935780,base_link,ir_intensity_front_center_left,0.154,0.0,0.05720000000000001,0.0,0.0,0.0,1.0
1695142886432935780,base_link,ir_intensity_front_center_right,0.1396,-0.0651,0.05720000000000001,0.0,0.0,-0.2162773930243038,0.9763319564915466
1695142886432935780,base_link,ir_intensity_front_left,0.1396,0.0651,0.05720000000000001,0.0,0.0,0.2162773930243038,0.9763319564915466
1695142886432935780,base_link,ir_intensity_front_right,0.099,-0.118,0.05720000000000001,0.0,0.0,-0.4227702318333701,0.9062369067057238
1695142886432935780,base_link,ir_intensity_left,0.099,0.118,0.05720000000000001,0.0,0.0,0.4227702318333701,0.9062369067057238
1695142886432935780,base_link,ir_intensity_right,0.0399,-0.1488,0.05720000000000001,0.0,0.0,-0.608762643236982,0.7933524085796444
1695142886432935780,base_link,ir_intensity_side_left,0.0399,0.1488,0.05720000000000001,0.0,0.0,0.608762643236982,0.7933524085796444
1695142886432935780,base_link,ir_omni,0.153,0.0,0.09920000000000001,0.0,0.0,0.0,1.0
1695142886432935780,base_link,mouse,0.1015,0.087,0.009200000000000007,0.0,0.0,-0.38268343236508984,0.9238795325112867
1695142886432935780,shell_link,oakd_camera_bracket,-0.11800000000000001,0.0,0.05257,0.0,0.0,0.0,1.0
1695142886432935780,oakd_link,oakd_imu_frame,0.0,0.0,0.0,0.5,-0.4999999999999999,0.5,-0.5000000000000001
1695142886432935780,oakd_camera_bracket,oakd_link,0.0584,0.0,0.09676,0.0,0.0,0.0,1.0
1695142886432935780,oakd_link,oakd_left_camera_frame,0.0,0.0375,0.0,0.0,0.0,0.0,1.0
1695142886432935780,oakd_left_camera_frame,oakd_left_camera_optical_frame,0.0,0.0,0.0,0.5,-0.4999999999999999,0.5,-0.5000000000000001
1695142886432935780,oakd_link,oakd_rgb_camera_frame,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1695142886432935780,oakd_rgb_camera_frame,oakd_rgb_camera_optical_frame,0.0,0.0,0.0,0.5,-0.4999999999999999,0.5,-0.5000000000000001
1695142886432935780,oakd_link,oakd_right_camera_frame,0.0,-0.0375,0.0,0.0,0.0,0.0,1.0
1695142886432935780,oakd_right_camera_frame,oakd_right_camera_optical_frame,0.0,0.0,0.0,0.5,-0.4999999999999999,0.5,-0.5000000000000001
1695142886432935780,shell_link,rear_left_tower_standoff,-0.07607,0.09066,0.14757,0.0,0.0,0.0,1.0
1695142886432935780,shell_link,rear_right_tower_standoff,-0.07607,-0.09066,0.14757,0.0,0.0,0.0,1.0
1695142886432935780,shell_link,rplidar_link,-0.04,0.0,0.098715,0.0,0.0,0.7071067811865475,0.7071067811865476
1695142886432935780,base_link,shell_link,0.0,0.0,0.0942,0.0,0.0,0.0,1.0
1695142886432935780,shell_link,tower_sensor_plate,0.0,0.0,0.25257,0.0,0.0,0.0,1.0
1710489708437700484,base_link,cliff_side_left,0.069723941385746,0.1605103462934494,0.028999999165534973,0.0,0.7071067966408575,0.0,0.7071067657322372
1710489708437700484,base_link,cliff_front_left,0.1694290190935135,0.04380417615175247,0.028999999165534973,0.0,0.7071067966408575,0.0,0.7071067657322372
1710489708437700484,base_link,cliff_front_right,0.1694290190935135,-0.04380417615175247,0.028999999165534973,0.0,0.7071067966408575,0.0,0.7071067657322372
1710489708437700484,base_link,cliff_side_right,0.069723941385746,-0.1605103462934494,0.028999999165534973,0.0,0.7071067966408575,0.0,0.7071067657322372
1710489708437700484,base_link,bump_left,0.08749999850988388,0.1515544354915619,0.039000000804662704,0.0,0.0,0.5000000126183913,0.8660253964992068
1710489708437700484,base_link,bump_front_left,0.1515544354915619,0.08749999850988388,0.039000000804662704,0.0,0.0,0.25881905213951417,0.9659258244035116
1710489708437700484,base_link,bump_front_center,0.17499999701976776,0.0,0.039000000804662704,0.0,0.0,0.0,1.0
1710489708437700484,base_link,bump_front_right,0.1515544354915619,-0.08749999850988388,0.039000000804662704,0.0,0.0,-0.25881905213951417,0.9659258244035116
1710489708437700484,base_link,bump_right,0.08749999850988388,-0.1515544354915619,0.039000000804662704,0.0,0.0,-0.5000000126183913,0.8660253964992068
1710489708437700484,base_link,ir_intensity_side_left,0.0945528969168663,0.14725741744041443,0.052000001072883606,0.0,0.0,0.479425538604203,0.8775825618903728
1710489708437700484,base_link,ir_intensity_left,0.14144298434257507,0.10304795205593109,0.052000001072883606,0.0,0.0,0.30934103818521125,0.9509511670398726
1710489708437700484,base_link,ir_intensity_front_left,0.1653674691915512,0.05725907161831856,0.052000001072883606,0.0,0.0,0.1657317753008956,0.9861708668661904
1710489708437700484,base_link,ir_intensity_front_center_left,0.17481249570846558,0.008098957128822803,0.052000001072883606,0.0,0.0,0.02299797226499384,0.9997355116588079
1710489708437700484,base_link,ir_intensity_front_center_right,0.16995327174663544,-0.041723862290382385,0.052000001072883606,0.0,0.0,-0.11971220462599909,0.9928086361749594
1710489708437700484,base_link,ir_intensity_front_right,0.1478203535079956,-0.09367039799690247,0.052000001072883606,0.0,0.0,-0.2782772104862426,0.9605008038122589
1710489708437700484,base_link,ir_intensity_right,0.08053240180015564,-0.15536901354789734,0.052000001072883606,0.0,0.0,-0.5192729617038252,0.8546084432319504
1710489708437700484,base_link,ir_omni,0.17499999701976776,0.0,0.09,0.0,0.0,0.0,1.0
1710489708437700484,base_link,mouse,0.10178667306900024,0.08611295372247696,0.04,0.0,0.0,0.928208649940337,0.3720600787183932
1710489708437700484,base_link,left_wheel,0.0,0.11649999767541885,0.035750001668930054,-0.7071067966408575,0.0,0.0,0.7071067657322372
1710489708437700484,base_link,right_wheel,0.0,-0.11649999767541885,0.035750001668930054,-0.7071067966408575,0.0,0.0,0.7071067657322372
1710489708437700484,base_link,button_1,0.05999999865889549,0.03700000047683716,0.07999999821186066,0.0,-0.7071067811865475,0.0,0.7071067811865476
1710489708437700484,base_link,button_2,0.05999999865889549,-0.03700000047683716,0.07999999821186066,0.0,-0.7071067811865475,0.0,0.7071067811865476
1710489708437700484,base_link,button_power,0.05999999865889549,0.0,0.07999999821186066,0.0,-0.7071067811865475,0.0,0.7071067811865476
