timestamp,frame_id,child_frame_id,transform_translation_x,transform_translation_y,transform_translation_z,transform_rotation_x,transform_rotation_y,transform_rotation_z,transform_rotation_w
1710501427486388387,map,odom,-0.00034862836957565136,-0.0017312946759931469,0.1413568112244447,0.00613470844477132,-0.0012469755106162559,-1.4130708668389928e-05,0.9999804049103646
1710501427486388387,map,odom,-0.00034862836957565136,-0.0017312946759931469,0.1413568112244447,0.00613470844477132,-0.0012469755106162559,-1.4130708668389928e-05,0.9999804049103646
1710501427486388387,map,odom,-0.00034862836957565136,-0.0017312946759931469,0.1413568112244447,0.00613470844477132,-0.0012469755106162559,-1.4130708668389928e-05,0.9999804049103646
1710501427486388387,map,odom,-0.00034862836957565136,-0.0017312946759931469,0.1413568112244447,0.00613470844477132,-0.0012469755106162559,-1.4130708668389928e-05,0.9999804049103646
1710501427486388387,map,odom,-0.00034862836957565136,-0.0017312946759931469,0.1413568112244447,0.00613470844477132,-0.0012469755106162559,-1.4130708668389928e-05,0.9999804049103646
1710501427486388387,map,odom,-0.00034862836957565136,-0.0017312946759931469,0.1413568112244447,0.00613470844477132,-0.0012469755106162559,-1.4130708668389928e-05,0.9999804049103646
1710501427486388387,map,odom,-0.00034862836957565136,-0.0017312946759931469,0.1413568112244447,0.00613470844477132,-0.0012469755106162559,-1.4130708668389928e-05,0.9999804049103646
1710501427621218006,map,odom,-0.00034862836957565136,-0.0017312946759931469,0.1413568112244447,0.00613470844477132,-0.0012469755106162559,-1.4130708668389928e-05,0.9999804049103646
1710501427621218006,map,odom,-0.0003486283695756236,-0.0017312946759931607,0.1413568112244447,0.00613470844477132,-0.0012469755106162559,-1.4130708668389928e-05,0.9999804049103646
1710501427621218006,map,odom,-0.0003486283695756236,-0.0017312946759931607,0.1413568112244447,0.00613470844477132,-0.0012469755106162559,-1.4130708668389928e-05,0.9999804049103646
1710501427621218006,map,odom,-0.0003486283695756236,-0.0017312946759931607,0.1413568112244447,0.00613470844477132,-0.0012469755106162559,-1.4130708668389928e-05,0.9999804049103646
1710501427621218006,map,odom,-0.0003486283695756236,-0.0017312946759931607,0.1413568112244447,0.00613470844477132,-0.0012469755106162559,-1.4130708668389928e-05,0.9999804049103646
1710501427621218006,map,odom,-0.0003486283695756236,-0.0017312946759931607,0.1413568112244447,0.00613470844477132,-0.0012469755106162559,-1.4130708668389928e-05,0.9999804049103646
1710501427756471176,map,odom,-0.0003486283695756236,-0.0017312946759931607,0.1413568112244447,0.00613470844477132,-0.0012469755106162559,-1.4130708668389928e-05,0.9999804049103646
1710501427756471176,map,odom,-0.0003486283695756236,-0.0017312946759931607,0.1413568112244447,0.00613470844477132,-0.0012469755106162559,-1.4130708668389928e-05,0.9999804049103646
1710501427756471176,map,odom,-0.0003486283695756236,-0.0017312946759931607,0.1413568112244447,0.00613470844477132,-0.0012469755106162559,-1.4130708668389928e-05,0.9999804049103646
1710501427756471176,map,odom,-0.0003486283695756236,-0.0017312946759931607,0.1413568112244447,0.00613470844477132,-0.0012469755106162559,-1.4130708668389928e-05,0.9999804049103646
1710501427756471176,map,odom,-0.0003486283695756236,-0.0017312946759931607,0.1413568112244447,0.00613470844477132,-0.0012469755106162559,-1.4130708668389928e-05,0.9999804049103646
1710501427756471176,map,odom,-0.0003486283695756236,-0.0017312946759931607,0.1413568112244447,0.00613470844477132,-0.0012469755106162559,-1.4130708668389928e-05,0.9999804049103646
1710501427756471176,map,odom,-0.0003486283695756236,-0.0017312946759931607,0.1413568112244447,0.00613470844477132,-0.0012469755106162559,-1.4130708668389928e-05,0.9999804049103646
1710501427756471176,map,odom,-0.0003486283695756236,-0.0017312946759931607,0.1413568112244447,0.00613470844477132,-0.0012469755106162559,-1.4130708668389928e-05,0.9999804049103646
