timestamp,position_x,position_y,position_z,orientation_x,orientation_y,orientation_z,orientation_w,linear_x,linear_y,linear_z,angular_x,angular_y,angular_z
1710501450883937250,-0.2702476382255554,-1.1119681596755981,-0.13801513612270355,-0.002154179383069277,0.004621080122888088,-0.489124059677124,0.872199296951294,-0.15658483588515573,0.0063385484178002435,2.0034089976922494e-07,0.0,4.770909001194923e-09,0.0
1710501450932110580,-0.2745555639266968,-1.1062402725219727,-0.13796694576740265,-0.002154179383069277,0.004621080122888088,-0.489124059677124,0.872199296951294,-0.14809138693792345,-0.01429889735936941,2.932667505026076e-07,0.0,4.8331854074490366e-09,0.0
1710501450979569754,-0.2779372036457062,-1.100470781326294,-0.13792718946933746,-0.0020621102303266525,0.004697214812040329,-0.4901154935359955,0.8716423511505127,-0.14088892209346918,0.0025970733248520273,2.0386977506796618e-05,0.001957253785803914,0.00489462073892355,-0.047896794974803925
1710501451027746563,-0.28113991022109985,-1.0950322151184082,-0.13788899779319763,-0.0023452485911548138,0.004300424829125404,-0.4902079701423645,0.8715916872024536,-0.13099685720849694,0.0018475692509160597,-5.663480338265627e-10,-0.0021583931520581245,-0.020100988447666168,-0.004466313868761063
1710501451075070837,-0.2830447852611542,-1.0916558504104614,-0.13787297904491425,-0.003181279869750142,0.00284410803578794,-0.4897628724575043,0.8718453049659729,-0.08187421221059914,0.00265756456982854,-6.495389862471563e-05,-0.0006803777068853378,-0.07105348259210587,0.0213534627109766
1710501451139653196,-0.2835012972354889,-1.0906559228897095,-0.1378726363182068,-0.0033668852411210537,0.0025752135552465916,-0.48880597949028015,0.8723822236061096,-0.016900149165230426,0.002018405352200099,-9.022697921837728e-06,-0.0009642902878113091,-0.010216670110821724,0.03393685817718506
1710501451172549360,-0.2831224799156189,-1.0914283990859985,-0.1378740668296814,-0.0024853397626429796,0.004132289905101061,-0.48760801553726196,0.8730493783950806,0.026039874864897523,-0.002439219010197703,-3.26663102168176e-05,0.00043151594582013786,0.10843324661254883,0.08382223546504974
1710501451220617661,-0.28124940395355225,-1.094435691833496,-0.137891486287117,-0.0026494679041206837,0.0037822050508111715,-0.48624923825263977,0.873807966709137,0.07370575803850823,0.00036714142022686337,-6.1455311969087435e-06,0.0009853777009993792,-0.016317756846547127,0.06468330323696136
1710501451283946488,-0.2774554491043091,-1.1008679866790771,-0.13791637122631073,-0.002822460141032934,0.0033504823222756386,-0.4860978424549103,0.8738933801651001,0.11789289363565729,-0.002627185673334348,6.071685394325902e-05,0.00184486317448318,-0.014593181200325489,0.005432565696537495
1710501451332697997,-0.27303019165992737,-1.1081942319869995,-0.13795146346092224,-0.0024708895944058895,0.0042146602645516396,-0.4859226644039154,0.8739880919456482,0.17555255837032682,-0.0021331163889672135,-0.0001909868375607316,-0.004642294254153967,0.03795924782752991,0.00831749476492405
1710501451379480793,-0.267829954624176,-1.1164463758468628,-0.13800041377544403,-0.0024708877317607403,0.0042146602645516396,-0.48592281341552734,0.8739879727363586,0.2084936411511052,0.0013306486327248977,2.0455603491622756e-07,8.958318176155444e-08,6.967580645778071e-08,-7.644431207154412e-06
1710501451427697683,-0.2631533443927765,-1.124045491218567,-0.13804583251476288,-0.0023870798759162426,0.004680038429796696,-0.48726263642311096,0.8732395768165588,0.18505719423424757,-0.0007858323771388706,-2.9623523067886992e-05,-0.006184278521686792,0.01882842928171158,-0.06359392404556274
1710501451475976920,-0.2597595155239105,-1.129561424255371,-0.1380845606327057,-0.0025601631496101618,0.004767975304275751,-0.49427881836891174,0.8692865371704102,0.1341466176504587,-0.00017066157896453786,-1.92616144688166e-05,-0.007066878490149975,0.0011475529754534364,-0.33362460136413574
1710501451523610407,-0.2578091621398926,-1.133841872215271,-0.1381068378686905,-0.0024897162802517414,0.004793670028448105,-0.5047934055328369,0.8632232546806335,0.09816349082928633,-0.010763293347412141,-1.0350258168944652e-06,0.0034911774564534426,0.004743932280689478,-0.5095880031585693
1710501451587565727,-0.25731396675109863,-1.134591817855835,-0.13811257481575012,-0.0027003816794604063,0.00473414920270443,-0.5159013271331787,0.8566307425498962,0.01401654303676879,0.0009985615109834975,1.917956949134409e-07,-0.0035953561309725046,-0.003079162910580635,-0.40395820140838623
1710501451620575396,-0.2575678527355194,-1.1337162256240845,-0.13810983300209045,-0.002822418697178364,0.004603521898388863,-0.5176573991775513,0.8555709719657898,-0.027042957947007486,0.005606591315279682,-7.6065350591462175e-06,-0.0019205440767109394,-0.010003071278333664,-0.1243259534239769
1710501451683367643,-0.25934091210365295,-1.1302769184112549,-0.1380893886089325,-0.0027491915971040726,0.004882684908807278,-0.518435001373291,0.8550987243652344,-0.06162244840867651,0.00040284860110919175,2.410407124988845e-05,-0.002535764593631029,0.008953926153481007,-0.028942197561264038
1710501451731625649,-0.2618677020072937,-1.1257725954055786,-0.13805994391441345,-0.0027449186891317368,0.004722194746136665,-0.518927812576294,0.8548005819320679,-0.10697351402530379,-0.0032653700048490665,-1.0066322971425904e-05,0.0036654730793088675,-0.0054792677983641624,-0.023887308314442635
1710501451779501093,-0.26494163274765015,-1.1197476387023926,-0.13802571594715118,-0.0026822234503924847,0.004549393430352211,-0.5194774866104126,0.8544678092002869,-0.14127687140075249,0.0011002683891745237,-1.2571693315211215e-05,0.006055106874555349,-0.004682816565036774,-0.026849543675780296
1710501451828781116,-0.2685815095901489,-1.1129066944122314,-0.13798630237579346,-0.00249857478775084,0.004604959860444069,-0.5198625922203064,0.8542338609695435,-0.1572375661437121,-0.001682167542762052,-1.606379502751362e-07,0.005242721643298864,0.005883865524083376,-0.01824665628373623
1710501451875785670,-0.27197521924972534,-1.1063191890716553,-0.1379471868276596,-0.0023769084364175797,0.004539448767900467,-0.520675539970398,0.8537392020225525,-0.15765260324646144,0.0002621270447863228,3.774095379458658e-06,0.005977966822683811,0.0004934342578053474,-0.04047270491719246
1710501451924983501,-0.275276780128479,-1.0998516082763672,-0.13790909945964813,-0.0023769084364175797,0.004539448767900467,-0.520675539970398,0.8537392020225525,-0.14759982065362612,0.0005133432152279009,-3.185220444280878e-08,0.0,-4.732538805285458e-09,0.0
1710501451972083360,-0.2782493233680725,-1.0937652587890625,-0.13787658512592316,-0.002502577379345894,0.004366566427052021,-0.5208962559700012,0.8536052107810974,-0.1437799275035222,0.0030421911044853705,-4.150326396728057e-05,-0.0007044359226711094,-0.008997739292681217,-0.011004745960235596
1710501452035944457,-0.28219032287597656,-1.0856666564941406,-0.13783374428749084,-0.002387503394857049,0.004554874263703823,-0.5206995010375977,0.853724479675293,-0.14100149278360613,0.0031118269022042664,1.4793889186890433e-05,-1.3205420145823155e-05,0.006879586260765791,0.007235316094011068
1710501452084841598,-0.28542158007621765,-1.0793310403823853,-0.1377955973148346,-0.0023001423105597496,0.004679967649281025,-0.5204511880874634,0.8538755178451538,-0.14544995075615894,0.0005510552187248539,1.5451228257733486e-05,0.00035485654370859265,0.006176363211125135,0.011915531009435654
1710501452131960024,-0.28841567039489746,-1.0732247829437256,-0.13775873184204102,-0.0023001423105597496,0.004679967649281025,-0.5204511880874634,0.8538755178451538,-0.14430723497113093,0.0029030237060731936,1.1401877480739037e-07,0.0,0.0,0.0
