timestamp,position_x,position_y,position_z,orientation_x,orientation_y,orientation_z,orientation_w,covariance_0,covariance_1,covariance_6,covariance_7,covariance_35
1710501427421218006,-0.19982625544071164,-0.07649494707584469,0.0,0.0,0.0,0.10091973684380352,0.9948945706532816,0.001798153591986643,-0.00015035796758318688,-0.00015035796758318688,0.002109249016036434,0.00012036401125370985
1710501427691731161,-0.19982625544071161,-0.0764949470758447,0.0,0.0,0.0,0.10091973684380352,0.9948945706532816,0.0017638446596367188,-0.0001282498229155213,-0.0001282498229155213,0.002161632844871392,0.00012041523931865423
1710501427963495692,-0.19982625544071161,-0.07649494707584473,0.0,0.0,0.0,0.10091973684380352,0.9948945706532816,0.0019606152454857183,-0.0002280386415251574,-0.0002280386415251574,0.0021625197341946516,0.0001202770342819041
1710501428244085613,-0.19982625544071161,-0.07649494707584474,0.0,0.0,0.0,0.10091973684380352,0.9948945706532816,0.0018340598320933303,-0.00010333143989865441,-0.00010333143989865441,0.002035947697185151,0.00012042983919864576
1710501428514292382,-0.1998262554407116,-0.07649494707584473,0.0,0.0,0.0,0.10091973684380352,0.9948945706532816,0.0017665286832685874,-0.00012728069822381312,-0.00012728069822381312,0.0021648524316259378,0.0001203719199107009
1710501428919875524,-0.1998262554407116,-0.07649494707584474,0.0,0.0,0.0,0.10091973684380352,0.9948945706532816,0.00176905924222849,-0.0001279861107410933,-0.0001279861107410933,0.0021685020293629826,0.00012037158499410074
1710501429325032467,-0.19982625544071156,-0.07649494707584471,0.0,0.0,0.0,0.10091973684380352,0.9948945706532816,0.0018233300442274994,-0.00015442338512908704,-0.00015442338512908704,0.0021394270968329936,0.00012036898055803941
1710501430013051344,-0.19982625544071156,-0.07649494707584471,0.0,0.0,0.0,0.10091973684380352,0.9948945706532816,0.0018168129405837427,-0.00015333765840707045,-0.00015333765840707045,0.0021307470992558888,0.00012043127354538597
1710501430971364952,-0.19982625544071156,-0.07649494707584473,0.0,0.0,0.0,0.10091973684380352,0.9948945706532816,0.0018013148040319214,-0.00015178670111541627,-0.00015178670111541627,0.002112251692032888,0.00012043371135380383
1710501431376197898,-0.19982625544071161,-0.07649494707584474,0.0,0.0,0.0,0.10091973684380352,0.9948945706532816,0.0019704123015784935,-0.0002293903241077693,-0.0002293903241077693,0.002174905763234428,0.00012036792631540887
1710501431916465272,-0.19982625544071161,-0.07649494707584474,0.0,0.0,0.0,0.10091973684380352,0.9948945706532816,0.0019533772665099023,-0.00022742274802622188,-0.00022742274802622188,0.002154493591195963,0.00012041664245204673
1710501432321942804,-0.19982625544071156,-0.07649494707584475,0.0,0.0,0.0,0.10091973684380352,0.9948945706532816,0.0018455760987949516,-0.0001952498400211396,-0.0001952498400211396,0.002021825002121061,0.00012045224212444136
1710501432604410909,-0.19982625544071156,-0.07649494707584477,0.0,0.0,0.0,0.10091973684380352,0.9948945706532816,0.0019612972762729206,-0.00022788557264942486,-0.00022788557264942486,0.002161453105326453,0.00012042232713776603
1710501432874595641,-0.19982625544071153,-0.07649494707584475,0.0,0.0,0.0,0.10091973684380352,0.9948945706532816,0.00196969966459527,-0.0002291528805086353,-0.0002291528805086353,0.0021741808198360666,0.00012040599742433258
1710501433279800547,-0.1998262554407116,-0.07649494707584478,0.0,0.0,0.0,0.10091973684380352,0.9948945706532816,0.0018079309300472717,-0.0001525203320324817,-0.0001525203320324817,0.0021212377587424684,0.00012039093249715319
1710501433968193494,-0.19933293364752674,-0.10089299024114845,0.0,0.0,0.0,-0.12865746315226048,0.9916890930000313,0.002841408651996058,-0.000504841102372724,-0.000504841102372724,0.00374300862959756,0.00013295180345586764
1710501434373022255,-0.20030848963302858,-0.07309591388735256,0.0,0.0,0.0,-0.15971322416748113,0.9871634545636442,0.002306533469713069,-0.00014111114168956958,-0.00014111114168956958,0.0027669442374051874,0.00013254263547531303
1710501434643118044,-0.20030848963302858,-0.07309591388735262,0.0,0.0,0.0,-0.15971322416748113,0.9871634545636442,0.002256848924021365,-0.0001516571740716577,-0.0001516571740716577,0.0026244011597954166,0.00012074393909141847
1710501435453895498,-0.1996150937326851,-0.071771855873267,0.0,0.0,0.0,-0.15956310908099375,0.9871877299786536,0.0022043042118342275,-0.00013749555030303292,-0.00013749555030303292,0.002817146219296665,0.00013247843455436585
1710501436006526429,-0.21668123266090464,-0.09697797463092442,0.0,0.0,0.0,-0.4014810967531559,0.9158673096851329,0.0032607010494752208,-0.0005810569938753168,-0.0005810569938753168,0.0035317189022672476,0.0003092901253996535
1710501436411989961,-0.2139380442135979,-0.09440398910796616,0.0,0.0,0.0,-0.5735211882611109,0.8191907266415822,0.00285598187282501,-0.00024192948137509817,-0.00024192948137509817,0.0035396768821499627,0.0002274017800932948
1710501437369846759,-0.21291005262557083,-0.07594850964328756,0.0,0.0,0.0,0.8805085788473289,-0.47403021272515655,0.004008141545038693,-0.00029467531060925034,-0.00029467531060925034,0.005563841998565456,0.00022711143718503045
1710501438045289415,-0.2080217318080444,-0.08092902204925052,0.0,0.0,0.0,0.986738730286178,-0.16231659851420457,0.004365556540949246,-0.00040959575593005305,-0.00040959575593005305,0.005726246069959882,0.0003133340494858545
1710501438328225904,-0.2070686281718262,-0.08339142925746695,0.0,0.0,0.0,0.9995364523232502,-0.03044471180765247,0.0036045737275905406,-0.0007080435628938072,-0.0007080435628938072,0.0046645274886861175,0.0004188815264566579
1710501438868382520,-0.1949567002768472,-0.06929057701902967,0.0,0.0,0.0,0.9911174332690372,0.13298959910532646,0.0029342846880183997,-0.0004917145080618599,-0.0004917145080618599,0.004435031606154756,0.00031244033945711567
1710501439138787102,-0.19783263960733952,-0.06831922141689427,0.0,0.0,0.0,0.9911189531168169,0.132978271806431,0.002607576276610726,-0.0002817688449345177,-0.0002817688449345177,0.0038610970617995424,0.00013281575984986537
1710501439408543968,-0.22271471938491338,-0.06266368253343507,0.0,0.0,0.0,0.9910553359356497,0.1334515684189467,0.002586182374589901,-0.00040095377855137176,-0.00040095377855137176,0.0036769694894665367,0.00012129408009393337
1710501439678880607,-0.3098889459181488,-0.04135706331491694,0.0,0.0,0.0,0.9910524066510268,0.13347332044722596,0.0029329851850008587,-0.00016915371776318516,-0.00016915371776318516,0.003731666625918248,0.0001330324676538108
1710501439961780152,-0.36333214421363247,-0.029202842996423117,0.0,0.0,0.0,0.9912776494000021,0.13179006715229524,0.0032244753281608723,-0.0006025406949014278,-0.0006025406949014278,0.004434020485187085,0.00031216199986634064
1710501440366662264,-0.4509001266313243,-0.031116031162811624,0.0,0.0,0.0,0.9989563866229763,0.045674255606050033,0.0033631230522209246,-0.0005154159163144525,-0.0005154159163144525,0.004106428158590502,0.00023035668341923052
1710501440771879928,-0.5183689693805357,-0.019363766286455024,0.0,0.0,0.0,0.9989118840211002,-0.046637409462963936,0.003682287938031505,-0.0004633431899939441,-0.0004633431899939441,0.004539401804828844,0.00013309272306755287
1710501441729862725,-0.5127113138502017,-0.03326419668551044,0.0,0.0,0.0,0.9275726240798676,-0.37364291383296505,0.003637434384336906,-1.884409183883931e-05,-1.884409183883931e-05,0.0048024507137439795,0.0003150031786164333
1710501442270448059,-0.5227931680096252,-0.03307877127118923,0.0,0.0,0.0,-0.8165342359913742,0.5772970132037607,0.004184906190838644,-0.00012125935414480384,-0.00012125935414480384,0.004469288813905052,0.00022828145436195707
1710501442823573762,-0.5867954749878214,-0.181911734092818,0.0,0.0,0.0,-0.8065656788422343,0.5911444880177483,0.004075687321438204,-0.00036924847071629746,-0.00036924847071629746,0.004883951237599822,0.00016905754274516396
1710501443768961801,-0.6588091431247379,-0.47121158736682556,0.0,0.0,0.0,-0.8060051260864259,0.5919085543581919,0.004850295961088937,-0.0008041587172359678,-0.0008041587172359678,0.005542706977928392,0.000421173325455515
1710501444186658261,-0.6434925589024681,-0.47152787128985246,0.0,0.0,0.0,-0.8162781137116197,0.5776591045550998,0.004744076543097158,-0.0007224984826722817,-0.0007224984826722817,0.004947194360922289,0.00022831158241636273
1710501453606837445,-0.2779674190106729,-1.1304268166909348,0.0,0.0,0.0,-0.5302865589940741,0.8478184742916519,0.006310518711307868,0.000104437465856059,0.000104437465856059,0.004780917453010327,0.00031297866537508624
1710501453877195731,-0.2782397240417261,-1.1204437920895363,0.0,0.0,0.0,-0.6433593730252063,0.7655643128703254,0.004670490827793841,-0.00026915035931206926,-0.00026915035931206926,0.004198464453969669,0.0003129127916488869
1710501454148096049,-0.2674182749989342,-1.110950621474538,0.0,0.0,0.0,-0.7371949674334383,0.6756800870166383,0.0037377747360639014,-0.00018505548198372417,-0.00018505548198372417,0.0038156826389564406,0.0002289477888458678
1710501454417504289,-0.26704073018972374,-1.1012793916464054,0.0,0.0,0.0,-0.8209431226283403,0.5710099731258904,0.004290770932454664,-0.00023061772287499502,-0.00023061772287499502,0.004077097587527001,0.00012140537479807554
1710501460558637897,-0.9717745524312029,-2.296874378163785,0.0,0.0,0.0,-0.7322978652932567,0.6809844612668774,0.009922803548174512,-0.0037442669769871674,-0.0037442669769871674,0.009756622643522082,0.00022924829728127144
1710501460829182608,-0.9712270074032859,-2.369424656962092,0.0,0.0,0.0,-0.6837249242295625,0.7297398358232056,0.008853156521539503,-0.0021245380407186373,-0.0021245380407186373,0.005671358909998418,0.00022792136126693985
1710501461098994918,-0.9859121601088597,-2.4526520960390448,0.0,0.0,0.0,-0.6784780655849277,0.7346206602867459,0.01193058718562812,-0.004125851326601651,-0.004125851326601651,0.007033240654711647,0.0003107302016321744
1710501461381667725,-0.9695301711819088,-2.5386010054117887,0.0,0.0,0.0,-0.6788848067430826,0.734244795128578,0.009696268793908055,-0.0030387397861347623,-0.0030387397861347623,0.006571917745690558,0.0001334310364140998
1710501461651576553,-0.9548856139831016,-2.608926894786168,0.0,0.0,0.0,-0.6685517983241147,0.7436655787096728,0.008007966818878554,-0.0025930196686570904,-0.0025930196686570904,0.006238615619013066,0.00013339393186315
1710501461921816711,-0.9436426965857333,-2.6650450765943834,0.0,0.0,0.0,-0.611559076623275,0.7911987713588079,0.01038222358278781,-0.0029878731480472657,-0.0029878731480472657,0.006097628433006135,0.00016918357104869634
1710501462192197756,-0.9236382486693945,-2.728881078977178,0.0,0.0,0.0,-0.5569022697632746,0.830578028804346,0.00919617523048608,-0.002264490309833017,-0.002264490309833017,0.0059405457618887806,0.0001333695523304586
