timestamp,orientation_x,orientation_y,orientation_z,orientation_w,angular_x,angular_y,angular_z,linear_x,linear_y,linear_z
1710501451490995113,-0.002647140994668007,0.004689711146056652,-0.49570903182029724,0.8684719204902649,0.0044756322506027575,-0.009327761317584957,-0.48182455611778663,-0.9547504782676697,-0.6898985505104065,0.3359842300415039
1710501451500931720,-0.0026068026199936867,0.004700985737144947,-0.4979313313961029,0.8671998381614685,0.007324795667755756,0.00839916548048456,-0.5153365696766533,-0.7939286828041077,-0.6032639145851135,0.21709156036376953
1710501451521126015,-0.0024825315922498703,0.004797899164259434,-0.5026683807373047,0.8644624948501587,0.007500498821540998,0.011876277605878793,-0.5574852071644736,-0.9976840615272522,-0.09416812658309937,0.48734188079833984
1710501451551056066,-0.002494586631655693,0.004849541001021862,-0.509924590587616,0.860201895236969,-0.006108630270631424,0.002139619769710721,-0.7077326289725999,-1.5061033964157104,0.31601202487945557,-0.18587303161621094
1710501451571442042,-0.002595295198261738,0.0049666957929730415,-0.5136207938194275,0.8579989671707153,-0.009135656932963735,0.0070521209875024915,-0.3585113600456231,-2.805856943130493,0.7804316878318787,0.8525762557983398
1710501451581143211,-0.0026144376024603844,0.004915306344628334,-0.5146439671516418,0.8573859930038452,0.002787056662537669,-0.009938649957049881,-0.24594110136203795,-1.9195884466171265,0.7252192497253418,-0.22635269165039062
1710501451761628326,-0.002759082242846489,0.004575371742248535,-0.5180011987686157,0.855363130569458,0.0020302288425822473,0.0020140372045969563,-0.007675086028302436,-0.2922366261482239,0.16212159395217896,0.03660011291503906
1710501451791614197,-0.0026392824947834015,0.004476205445826054,-0.5183680653572083,0.8551418781280518,0.009693518571211323,0.010419656016102397,-0.03556165957027955,-0.48909735679626465,-0.2088300585746765,0.4999065399169922
1710501451801669859,-0.0025971224531531334,0.004531078971922398,-0.5184557437896729,0.8550885319709778,0.0015618690691333744,0.013773355806534519,-0.020342971897374683,-0.3986336588859558,-0.2724173665046692,-0.41612911224365234
1710501451821725951,-0.002458554692566395,0.004720148630440235,-0.5186078548431396,0.8549956679344177,0.0014636168729072157,0.023653940565877846,-0.0247037002061688,0.1838168501853943,-0.07159584760665894,1.0719423294067383
1710501451841146288,-0.0023654429242014885,0.004643738269805908,-0.5188134908676147,0.8548716306686401,0.019931966942276544,0.002886216594951862,-0.029810834517534534,0.057276010513305664,0.14744716882705688,-0.23473834991455078
1710501451851836348,-0.002329300157725811,0.004534101113677025,-0.5189747214317322,0.8547743558883667,0.016522127313420287,-0.013868006276510287,-0.03524527049885124,0.07686740159988403,0.05848515033721924,0.9052820205688477
1710501451871903546,-0.002296910621225834,0.00454187486320734,-0.5193057060241699,0.8545733094215393,-0.003027468376997205,0.018680634805907086,-0.043559962531521036,0.09709268808364868,0.03367811441421509,0.5477705001831055
1710501451881887826,-0.002386069856584072,0.004523943178355694,-0.5194668769836426,0.854475200176239,-0.013293483868088662,-0.012183430075137175,-0.03788386064806409,0.05465596914291382,0.0775180459022522,0.8783636093139648
1710501451895450647,-0.002514127641916275,0.004442173056304455,-0.5196032524108887,0.8543924689292908,-0.009806778076728006,-0.020011092729567543,-0.023633411900604428,0.25178974866867065,0.10823231935501099,-0.9560766220092773
1710501451901961769,-0.002573678269982338,0.004452786408364773,-0.5196934938430786,0.8543373942375183,-0.017241175438137978,-0.006576175805599717,-0.032543093633146496,0.06612104177474976,0.2092241644859314,0.1375589370727539
1710501451981172905,-0.002392580732703209,0.004478679038584232,-0.5196607112884521,0.8543576002120972,0.014178065251622424,0.020859065852914697,0.047755956334523626,0.0742529034614563,0.31596022844314575,-1.3488521575927734
1710501452002522136,-0.0022978419438004494,0.004530583508312702,-0.519429624080658,0.8544980883598328,0.0028594528352059337,0.016791233816849802,0.024859097651934153,0.2578302025794983,0.030432939529418945,1.7322425842285156
